Q9ERY9	MGI:1915571
Q5NCM1	MGI:2442850
Q8BN82	MGI:1924105
Q8BLE7	MGI:2156052
Q3TXX4	MGI:1920211
Q8BFU8	MGI:3039629
Q8VCL5	MGI:1919107
Q8R090	MGI:106684
Q8BRU6	MGI:106677
O35304	MGI:1101061
D3Z5L6	MGI:1923556
P41438	MGI:103182
Q99PL8	MGI:1931307
P51906	MGI:105083
P43006	MGI:101931
P56564	MGI:99917
O35874	MGI:2135601
P51912	MGI:105305
O35544	MGI:1096331
Q8JZR4	MGI:2444087
Q61609	MGI:108392
Q80UP8	MGI:97851
Q8CFZ5	MGI:1195269
Q6A4L0	MGI:2143107
Q504N2	MGI:3607704
Q497L8	MGI:1918090
Q9D9E0	MGI:1926225
Q78KK3	MGI:1336884
O08966	MGI:108111
Q80UJ1	MGI:2685809
Q9WTN6	MGI:1929481
Q3UHH2	MGI:1920352
O70577	MGI:1335072
Q9WTW5	MGI:1333817
Q9Z306	MGI:1353479
Q9Z0E8	MGI:1329012
Q8VC69	MGI:892001
Q91WU2	MGI:1859559
O88909	MGI:1336187
Q9Z2J0	MGI:1341903
Q9EPR4	MGI:1859682
Q60850	MGI:104516
Q99PD7	MGI:2137513
Q8CGQ8	MGI:2447362
Q8C261	MGI:2677271
Q9QZD8	MGI:1353497
Q9CR62	MGI:1915113
Q8BH59	MGI:1926080
Q9QXX4	MGI:1354721
Q9Z2B2	MGI:1330823
Q9WVD5	MGI:1342274
Q8C0K5	MGI:1920382
O70579	MGI:1342248
Q9DB41	MGI:1919053
Q9DAM5	MGI:1914533
Q8JZU2	MGI:1345283
Q9Z2Z6	MGI:1928738
Q8BZ09	MGI:2445059
Q9D6M3	MGI:1915517
Q6GQS1	MGI:1914222
Q8BMD8	MGI:1917160
A2ASZ8	MGI:1915913
Q5U680	MGI:1914832
Q8R0Z5	MGI:2180509
Q8BL03	MGI:2444911
Q9CR58	MGI:1914804
Q3V132	MGI:1920583
Q8BMG8	MGI:1917156
Q3TZX3	MGI:1917806
A2ADF7	MGI:2686215
Q5SWT3	MGI:1919248
Q922G0	MGI:1924909
Q920G8	MGI:1914962
Q91XD8	MGI:2384782
Q9D8K8	MGI:1196386
Q8VEM8	MGI:1353498
Q8BGP6	MGI:2442486
Q8BVN7	MGI:2144215
Q8R0Y8	MGI:1920345
A2A3V2	MGI:2684854
Q8BGF9	MGI:2444391
Q8CFJ7	MGI:2147731
Q9CQS4	MGI:1914703
Q6IS41	MGI:2144766
Q8BW66	MGI:2145373
P48962	MGI:1353495
Q5HZI9	MGI:2684984
P51881	MGI:1353496
Q5EBI0	MGI:2143920
Q80ZD3	MGI:2444589
P58735	MGI:2385894
Q62273	MGI:892977
Q9WVC8	MGI:107181
Q9R155	MGI:1346029
Q99NH7	MGI:1933154
Q8CIW6	MGI:2159728
Q8R2Z3	MGI:2384791
Q8R0C3	MGI:2385046
Q8BU91	MGI:2444594
Q60714	MGI:1347098
O35488	MGI:1347099
O88561	MGI:1347358
Q91VE0	MGI:1347347
Q4LDG0	MGI:1347100
O88627	MGI:1913105
Q9ERH8	MGI:2137361
Q9JIM1	MGI:1927073
Q61672	MGI:1345278
Q99P65	MGI:1918529
Q8R139	MGI:2385330
Q8VHD6	MGI:2156687
Q8BFW9	MGI:3052471
Q3UHK1	MGI:2146030
P17809	MGI:95755
P14246	MGI:1095438
P32037	MGI:95757
P14142	MGI:95758
Q9WV38	MGI:1928369
P0C6A1	MGI:3650865
Q9JIF3	MGI:1860103
Q3UVU3	MGI:2685058
Q60738	MGI:1345281
Q2HJ10	MGI:106637
P97441	MGI:1345280
O35149	MGI:1345282
Q8R4H9	MGI:1916298
Q8BJM5	MGI:2386741
Q9JKN1	MGI:1913750
Q8BGG0	MGI:2442682
Q5IRJ6	MGI:1923690
Q8K211	MGI:1333843
Q9CPU9	MGI:1333844
O35633	MGI:1194488
Q99J27	MGI:1332247
Q60825	MGI:1345284
Q9DBP0	MGI:1342284
Q80SU6	MGI:2159410
Q61420	MGI:1345622
Q9R0M8	MGI:1345297
Q8R1T4	MGI:1917648
Q9D321	MGI:1915093
Q921R7	MGI:1921352
P97858	MGI:1343133
Q91ZN5	MGI:1921086
Q922Q5	MGI:1913978
Q8CIA5	MGI:1931249
Q8BLX4	MGI:2443301
Q8VCX2	MGI:2385166
Q762D5	MGI:1917734
Q8BGF8	MGI:1923407
Q8CD26	MGI:2142403
Q8C811	MGI:2444240
Q6PGC7	MGI:2448489
Q8K3D6	MGI:2144150
Q8BGK5	MGI:2139810
Q7TML3	MGI:1919272
Q1LZI2	MGI:2444426
Q8BZK4	MGI:1922538
Q8R314	MGI:1921400
Q8VE96	MGI:1922169
Q8BY79	MGI:2444789
D3YVE8	MGI:2685365
Q5F297	MGI:1927128
Q8K4D3	MGI:2445299
Q8BHK3	MGI:1891430
Q811P0	MGI:2665001
Q8CH36	MGI:2442595
Q9WU81	MGI:1929693
Q3TIT8	MGI:1919394
Q5I012	MGI:1919305
Q3USY0	MGI:2443383
Q8K2P7	MGI:2145895
Q8CFE6	MGI:1915010
Q9DCP2	MGI:1923507
Q8R1S9	MGI:1916604
Q3U1J0	MGI:2148066
Q8BWH0	MGI:2679005
Q5HZH7	MGI:2685433
Q8BGD6	MGI:1918839
Q6P5F6	MGI:1914515
Q8BWY7	MGI:1917056
Q5FWH7	MGI:2139274
Q8BZH0	MGI:1915677
Q75N73	MGI:2384851
Q9QZ03	MGI:1353474
Q99K24	MGI:2147269
Q78IQ7	MGI:1919277
Q9D856	MGI:1919336
Q8C145	MGI:2147279
Q31125	MGI:95909
Q91W10	MGI:1914797
Q8BFU1	MGI:1914820
Q91WV7	MGI:1195264
P10852	MGI:96955
Q9JHI9	MGI:1315204
Q8BJA2	MGI:2444823
Q8BYR8	MGI:2442940
Q921R8	MGI:1918949
Q8BSM7	MGI:1931352
Q8CGA3	MGI:2442746
A2AVZ9	MGI:1931054
Q6X893	MGI:2140592
Q8BY89	MGI:1915932
Q921V7	MGI:2384860
Q91VA1	MGI:1917379
Q5RJI2	MGI:3035141
Q8BIV7	MGI:2653235
P58355	MGI:2153040
Q8K0H7	MGI:1922082
Q0P5V9	MGI:2146236
Q6PEM8	MGI:1098733
Q8CA03	MGI:1353616
Q9DC26	MGI:1918956
Q8K0H1	MGI:1914723
Q3V050	MGI:3588190
Q9D8M3	MGI:1914989
Q5DTL9	MGI:2150150
A2AJN7	MGI:2138987
P04919	MGI:109393
P13808	MGI:109351
P16283	MGI:109350
O88343	MGI:1927555
Q8BTY2	MGI:2443878
Q8JZR6	MGI:1928745
Q9CXK4	MGI:107417
Q8R000	MGI:2146634
Q80WK2	MGI:3582052
Q9D8F3	MGI:1289288
Q9D6X5	MGI:1916948
Q5SWY8	MGI:1926089
Q8K0E3	MGI:1919316
Q49B93	MGI:2138890
Q8C3K6	MGI:107678
Q923I7	MGI:2181411
Q9JKZ2	MGI:1858226
Q9ET37	MGI:1927848
Q99PN0	MGI:2149330
Q5U4D8	MGI:2660847
Q8BGY9	MGI:1927126
Q8BYF6	MGI:2384916
Q8VDT1	MGI:2140201
P31650	MGI:95630
P31651	MGI:95628
P31649	MGI:95629
Q9JMA9	MGI:1890216
Q8BG16	MGI:2143484
Q8BJI1	MGI:2442535
O88576	MGI:1336892
Q9D687	MGI:1921588
P31648	MGI:95627
P48057	
Q8VDB9	MGI:2143217
O88575	MGI:1336891
O55192	MGI:1270850
Q61327	MGI:94862
Q60857	MGI:96285
Q761V0	MGI:105090
O35316	MGI:98488
Q6PGE7	MGI:2147363
Q8VBW1	MGI:2147834
P28571	MGI:95760
P63115	MGI:1858261
Q9WTR6	MGI:1347355
Q91WN3	MGI:1921337
Q8BXR1	MGI:3040688
Q09143	MGI:88117
P18581	MGI:99828
P70423	MGI:1100521
Q8BLQ7	MGI:2146512
Q9Z127	MGI:1298205
Q7TPE5	MGI:1916951
Q8BGK6	MGI:2142598
Q9Z1K8	MGI:1337120
Q9QXW9	MGI:1355323
Q9QXA6	MGI:1353656
P70414	MGI:107956
Q925Q3	MGI:2180781
Q61165	MGI:102462
G3X939	MGI:105064
P70441	MGI:1349482
Q9JHL1	MGI:1890662
Q8BUE1	MGI:105074
Q8BLV3	MGI:2444530
Q8R4D1	MGI:1924281
Q8BZ00	MGI:2679732
Q8C0X2	MGI:1921696
Q5BKR2	MGI:2140077
Q6UJY2	MGI:2685456
Q9QXZ6	MGI:1351891
Q9EP96	MGI:1351896
Q91YY5	MGI:1351865
Q99J94	MGI:1351906
Q9JJL3	MGI:1351899
Q9ERB5	MGI:1889679
Q9EPT5	MGI:1346021
Q8BXB6	MGI:1351872
Q8R3L5	MGI:1351867
Q8K078	MGI:1351866
Q8BGD4	MGI:2442784
Q8CBA2	MGI:1329004
Q8BHW9	MGI:3045330
Q9D8T7	MGI:1916394
Q80TR4	MGI:1315203
Q9R1B9	MGI:1315205
Q9WVB4	MGI:1315202
Q810C1	MGI:2679446
Q810C0	MGI:2679449
Q810B9	MGI:2679447
Q810B8	MGI:2442509
Q810B7	MGI:2679448
Q8C110	MGI:2443198
O54988	MGI:103241
Q3URD3	MGI:1933549
Q8VE85	MGI:2442865
Q9CYY7	MGI:1913640
Q9CQD6	MGI:1913652
P97430	MGI:109297
Q8CH25	MGI:1913910
Q8BHJ9	MGI:2385598
Q9Z0K7	MGI:1930923
Q8BX32	MGI:1915220
Q9D7Y9	MGI:1921493
Q6P1D7	MGI:106299
P70340	MGI:109452
Q62432	MGI:108051
Q8BUN5	MGI:1201674
P97471	MGI:894293
P97454	MGI:1328787
O35182	MGI:1336883
O35253	MGI:1100518
Q9JIW5	MGI:1859993
Q99KC7	MGI:2448476
Q91VZ6	MGI:2138261
Q7TN29	MGI:1917030
Q6PGB8	MGI:1935127
Q6DIC0	MGI:99603
Q3TKT4	MGI:88192
Q91ZW3	MGI:1935129
Q04692	MGI:95453
Q8BJL0	MGI:1859183
Q9Z0H3	MGI:1328366
P97496	MGI:1203524
Q6PDG5	MGI:1915344
Q61466	MGI:1933623
Q99JR8	MGI:1933621
Q6P9Z1	MGI:1914243
O54941	MGI:1927347
Q9CU62	MGI:1344345
Q920F6	MGI:2154049
Q8CG48	MGI:106067
Q9CW03	MGI:1339795
Q8CG47	MGI:1917349
Q8CG46	MGI:2385088
Q924W5	MGI:1914491
Q6P5D8	MGI:1921605
Q8CEZ1	MGI:1916826
Q9DA21	MGI:1916621
Q8BQM7	MGI:2443451
Q9JIS3	MGI:3039636
P15265	MGI:96945
Q3UMB5	MGI:2444720
Q9DB10	MGI:1916279
Q6P2K6	MGI:1915984
Q922R5	MGI:2144474
Q8BKX6	MGI:1919742
Q6ZPY2	MGI:2447364
P61406	MGI:2144117
Q5RJH6	MGI:2682334
Q8VE18	MGI:1921383
Q9DB90	MGI:1919247
Q6JHY2	MGI:1859618
Q99J19	MGI:1916186
Q78RX3	MGI:1933141
E9Q942	MGI:2652854
Q91VT8	MGI:1915802
Q3UTD9	MGI:1922866
Q80ZU4	MGI:2142501
P0C8K7	MGI:1916109
Q9DAL0	MGI:1916601
Q0VG18	MGI:1919523
Q99PE5	MGI:1917088
Q8C1Q6	MGI:1913737
Q8BT42	MGI:1913778
Q5RKS2	MGI:1914068
Q9CQQ0	MGI:1913541
Q3V0X1	MGI:3588243
P97801	MGI:109257
Q8BGT7	MGI:1923729
Q8BLY1	MGI:1929878
Q8CD91	MGI:1929881
Q9QYZ4	MGI:1351488
Q9QYZ6	MGI:1351487
Q9QYZ3	MGI:3037705
Q9QYZ5	MGI:3693943
Q9QYZ5	MGI:3615348
A0JLX3	MGI:3036233
P56726	MGI:108075
Q99K82	MGI:2445356
Q04519	MGI:98325
O70572	MGI:1278330
Q9JJY3	MGI:1927578
Q6ZPR5	MGI:1924876
P70158	MGI:1931437
P58242	MGI:1916022
Q9DC77	MGI:1913356
O09133	MGI:102762
O35961	
O35979	
O35982	
O35985	
Q61900	MGI:102763
P97355	MGI:109490
Q99LM3	MGI:1915928
Q8CI12	MGI:2442764
Q921U8	MGI:1354727
Q3UKJ7	MGI:1915546
Q6P5C5	MGI:1918976
Q9CUN6	MGI:1923038
A2A5Z6	MGI:1913563
P97443	MGI:104790
Q8R5A0	MGI:1915889
Q9CWR2	MGI:1916976
Q8BTK5	MGI:2442796
Q3TYX3	MGI:108048
Q02085	MGI:98330
P97469	MGI:1096393
Q9QY31	MGI:1353563
O09044	MGI:109356
P60879	MGI:98331
Q9ERB0	MGI:1914724
Q8R570	MGI:1915076
Q61548	MGI:109132
Q8K0S9	MGI:1922877
Q91XA5	MGI:1914861
Q9D2C9	MGI:1916338
Q8BP86	MGI:2443935
Q8R2K7	MGI:1914282
Q9Z266	MGI:1333745
Q99ME3	MGI:1915097
O55042	MGI:1277151
Q91ZZ3	MGI:1889011
Q9Z0F7	MGI:1298397
Q78PY7	MGI:1929266
Q70E20	MGI:3045960
Q9CZ28	MGI:1343161
Q8BIZ6	MGI:2156003
P61807	MGI:1276549
Q80U23	MGI:2139270
Q8VDU5	MGI:108104
Q6P4T2	MGI:2444401
Q8VIK1	MGI:1925622
Q8K194	MGI:1913868
Q9D384	MGI:1923417
Q6PE01	MGI:1913835
Q9D361	MGI:1915047
Q62376	MGI:98341
P57784	MGI:1916231
Q62189	MGI:1855690
Q9CQI7	MGI:104805
P27048	MGI:98342
Q62241	MGI:109489
P62315	MGI:98344
P62317	MGI:98345
P62320	MGI:1914582
P62305	MGI:98346
P62307	MGI:1917128
P62309	MGI:1915261
P63163	MGI:98347
Q61234	MGI:101772
Q99L88	MGI:101781
Q61235	MGI:101771
Q925E1	MGI:1918346
Q925E0	MGI:1919541
Q8C9X1	MGI:3045373
Q80W37	MGI:1913319
Q9WU12	MGI:1891236
Q9CSN1	MGI:1913604
Q9CWT3	MGI:1919232
Q91WL6	MGI:1921729
O70493	MGI:1919331
Q6PHS6	MGI:2661416
Q8BHY8	MGI:2155664
Q91WE1	MGI:1916274
Q8C080	MGI:1921968
Q8BVL3	MGI:2387801
Q91ZR2	MGI:2137642
Q9WV80	MGI:1928395
Q9D2Y5	MGI:1918857
Q9CRB0	MGI:1916476
Q3ZT31	MGI:2142610
Q3UHD6	MGI:1923992
Q9D3S3	MGI:1921728
Q9CWK8	MGI:1915054
Q8CE50	MGI:2443882
Q6P8Y7	MGI:1913946
Q80ZJ7	MGI:2444704
Q4VAA7	MGI:2443239
O70492	MGI:1860188
Q91YJ2	MGI:1916400
Q9D8U8	MGI:1916428
Q6P8X1	MGI:1919433
Q9CY18	MGI:1923811
Q8CFD4	MGI:2443816
Q91VH2	MGI:1913866
Q61263	MGI:104665
O88908	MGI:1332226
Q0P5V2	MGI:1924427
O35716	MGI:1354910
O35717	MGI:1201787
O35718	MGI:1201791
Q91ZA6	MGI:1914546
O54928	MGI:2385459
Q9JLY0	MGI:1924885
Q8VHQ2	MGI:2651588
P08228	MGI:98351
P09671	MGI:98352
O09164	MGI:103181
E1U8D0	MGI:2444575
Q6NZL0	MGI:1914662
Q6IUP1	MGI:2684956
Q9D489	MGI:1921684
Q9QX47	MGI:98353
Q62417	MGI:700014
Q3UTJ2	MGI:1924574
Q9R1Z8	MGI:700013
Q9JLC4	MGI:1929666
Q9EPR5	MGI:1932289
Q8VI51	MGI:1913923
Q64442	MGI:98266
O88307	MGI:1202296
Q6PHU5	MGI:1338015
Q62245	MGI:98354
Q02384	MGI:98355
Q9CQN4	MGI:1913292
Q99P68	MGI:1921749
Q8BLS7	MGI:2687280
Q8BZW2	MGI:1925338
Q8C0J6	MGI:3606051
Q8BY98	MGI:3045274
Q04888	MGI:98358
Q7M6Y2	MGI:98359
Q04890	MGI:98360
Q04891	MGI:98361
Q04892	MGI:98362
P43267	MGI:98363
Q62247	MGI:1890761
Q61473	MGI:107543
P43680	MGI:103559
Q62249	MGI:1097162
P53783	MGI:98357
Q811W0	MGI:2654070
P48432	MGI:98364
Q8CGW4	MGI:1341157
P53784	MGI:98365
Q06831	MGI:98366
P35710	MGI:98367
P40645	MGI:98368
P40646	MGI:98369
Q04886	MGI:98370
Q04887	MGI:98371
O35892	MGI:109561
O35893	
Q8BVK9	MGI:1923364
O89090	MGI:98372
Q9D2H6	MGI:1926162
O70494	MGI:1277166
Q62445	MGI:107595
Q9JHX2	MGI:1927715
Q9ESX2	MGI:1932575
Q8VI67	MGI:2153568
Q8BMJ8	MGI:2443471
Q64HY3	MGI:3574660
Q62252	MGI:1333778
Q9DA48	MGI:1914902
Q9D9X8	MGI:1922872
Q80ZQ0	MGI:1916613
A2AE20	MGI:2685564
Q9D2S4	MGI:1925884
Q8K4N2	MGI:1925378
Q8K450	MGI:1913972
Q5S003	MGI:1921612
Q80ZX8	MGI:1349387
Q9JJF2	MGI:2444120
Q7TME2	MGI:1927470
Q9JLI7	MGI:1354388
Q7TNE3	MGI:107380
Q58A65	MGI:1918084
P48794	MGI:109335
P70663	MGI:108110
P07214	MGI:98373
Q9QYY8	MGI:1858896
Q5DU57	MGI:104838
Q8C636	MGI:1918112
Q9D552	MGI:1921967
Q0P557	MGI:1920722
Q9DAQ9	MGI:1922719
Q9D5R4	MGI:1918201
Q80YT5	MGI:2183449
Q8BHW6	MGI:3607787
Q5SV06	MGI:2685728
Q6P926	MGI:1918492
Q9DA57	MGI:1922892
Q8BNN1	MGI:1926029
E9QAF0	MGI:1925374
Q8C5V0	MGI:3045340
Q8C624	MGI:2444920
Q9D9T6	MGI:1917310
Q9CVW4	MGI:1922808
Q8K3V1	MGI:1916531
Q3UMC0	MGI:1927170
Q3U6K5	MGI:1915196
Q80VP2	MGI:2144877
Q9D9R3	MGI:1922821
Q9D9W0	MGI:1923823
Q148B6	MGI:1921531
A2RRY8	MGI:1918270
Q91WJ7	MGI:1914448
Q8K1N4	MGI:1919822
Q9D083	MGI:1914879
Q3UA16	MGI:1913692
Q9D958	MGI:1916269
Q9CYN2	MGI:1913874
Q9WTP3	MGI:1353422
Q923A2	MGI:1917635
Q5IBH7	MGI:1918141
Q5IBH6	MGI:1921923
Q2KN98	MGI:1921642
Q5SXY1	MGI:2442356
Q99JL1	MGI:3513546
Q8C9J3	MGI:2443727
Q62407	MGI:109282
Q5F289	MGI:1921538
Q62504	MGI:1891706
Q32MG2	MGI:1915176
Q9D5A0	MGI:1913962
Q3UHA3	MGI:2444989
Q8R1X6	MGI:2139806
Q9CQC8	MGI:106403
Q3ULF4	MGI:2385906
Q8CI15	MGI:1316649
Q9JIA7	MGI:1861380
Q6NSW3	MGI:1924879
P17433	MGI:98282
O35906	MGI:892986
Q8C804	MGI:1196252
Q6P3D7	MGI:1341168
Q8BGX7	MGI:1924834
Q61142	MGI:109242
Q6NVE3	MGI:3605548
Q8K1L2	MGI:2444925
Q8CAC8	MGI:3584533
Q09TK7	MGI:3588289
Q9D256	MGI:1925492
Q3UTS8	MGI:3642511
Q8BMY7	MGI:1917232
P09036	MGI:106202
O35679	MGI:1341848
Q8BT20	MGI:3648654
Q6IE32	MGI:3644691
Q09TK9	MGI:1925959
Q8CEK3	MGI:1924674
Q9R097	MGI:1338033
Q9WU03	MGI:1338031
Q9D263	MGI:1925489
Q52KF3	MGI:1915416
Q8K1S6	MGI:2446256
P15702	MGI:98384
Q8R0G7	MGI:1920908
Q91VM4	MGI:2384936
Q9D232	MGI:1924827
Q9WTK8	MGI:1349669
Q62288	MGI:105371
Q9ER58	MGI:1891351
Q8BKV0	MGI:1920152
Q8VCC9	MGI:2385287
Q8BMS2	MGI:1923724
Q2M2N2	MGI:1924107
Q6ZWS8	MGI:1343085
P10923	MGI:98389
Q8K1I3	MGI:1922646
Q9JJF9	MGI:1913802
Q3TD49	MGI:1920468
A2A6C4	MGI:3045264
Q9CUS9	MGI:1891433
Q924S8	MGI:2150016
Q924S7	MGI:2150019
Q6P6N5	MGI:2142186
Q8BWU1	MGI:3582583
Q64105	MGI:103078
Q62266	MGI:106660
Q62267	MGI:106659
Q4KL71	MGI:3845028
Q9CQK8	MGI:1330350
O70554	MGI:1330352
O70555	MGI:1330347
O70556	MGI:1330346
O70557	MGI:1330349
O70558	MGI:1330348
O70559	MGI:1330343
O70560	MGI:1330309
O70561	MGI:1330345
O70562	MGI:1330344
O09116	MGI:1330237
Q8CGN8	MGI:2654508
G3X912	MGI:2685351
Q9QXV9	MGI:1345139
Q9QXV8	MGI:1345138
Q9WTP2	MGI:1345144
Q91WK1	MGI:1913951
Q3TFQ1	MGI:1913924
Q9D5L7	MGI:1921896
O88838	MGI:1315199
Q571F5	MGI:1891471
Q8R5B6	MGI:2183445
P02815	MGI:98392
P08032	MGI:98385
P16546	MGI:98386
Q62261	MGI:98388
P15508	MGI:98387
O35704	MGI:1099431
P97363	MGI:108074
Q8BG54	MGI:2444678
Q8R207	MGI:1913399
Q925E8	MGI:1913433
Q68FG3	MGI:2142062
Q99MY0	MGI:1930801
P52019	MGI:109296
Q9R112	MGI:1929899
Q64337	MGI:107931
Q80VJ2	MGI:1344414
Q497V5	MGI:1925836
Q9QWI6	MGI:1933179
P05480	MGI:98397
Q68FF9	MGI:98400
Q99N99	MGI:2150380
Q9WUP4	MGI:1930252
Q9WTN3	MGI:107606
Q3U1N2	MGI:107585
Q4V9W2	MGI:1914538
Q8BZX4	MGI:2145245
Q9CZ91	MGI:1914472
Q9JM73	MGI:106658
Q91Z69	MGI:2152936
Q91Z67	MGI:109605
Q812A2	MGI:2152938
P13609	MGI:97756
Q6P069	MGI:98419
Q7TQ48	MGI:2146620
Q64674	MGI:102690
Q62270	MGI:101865
P16254	MGI:107169
Q9D7A6	MGI:1913634
P14576	MGI:1346087
Q8BMA6	MGI:1917447
P49962	MGI:1350930
O70551	MGI:106908
O54781	MGI:1201408
Q9Z0G2	MGI:1891338
P47758	MGI:102964
Q9DBG7	MGI:1914648
Q8R054	MGI:1916042
Q9R0M3	MGI:1858306
Q8K2M3	MGI:1917368
Q52KI8	MGI:1858303
Q8BTI8	MGI:1923206
Q80WV7	MGI:1920309
Q8BKA3	MGI:1916205
Q9QZX7	MGI:1351636
Q99MR6	MGI:1933527
Q9R0U0	MGI:1333805
Q8C8K3	MGI:2661424
Q6PDM2	MGI:98283
Q62093	MGI:98284
P84104	MGI:98285
Q8VE97	MGI:1890577
O35326	MGI:98287
Q3TWW8	MGI:1915246
Q8BL97	MGI:1926232
Q9D0B0	MGI:104896
Q06666	MGI:107677
Q9D975	MGI:104971
Q05738	MGI:98660
Q62563	
Q62565	
Q8BW22	MGI:2444061
Q62280	MGI:107708
Q9CYR0	MGI:1920040
Q9CYZ8	MGI:1914220
P32067	MGI:98423
Q9D032	MGI:1919725
A1L0T3	MGI:1924709
Q8BV57	MGI:3606211
Q922B9	MGI:1917849
Q76I79	MGI:2686240
Q5SW75	MGI:2679255
Q8K330	MGI:2683546
Q9JJ94	MGI:1915725
Q62147	MGI:1353511
Q8CG65	MGI:2674311
Q9CY50	MGI:105082
Q9CPW5	MGI:1913506
Q9DCF9	MGI:1914687
Q62186	MGI:1099464
Q08943	MGI:107912
P56873	MGI:1913482
P60041	MGI:98326
P30873	MGI:98327
P30875	MGI:98328
P30935	MGI:98329
P49660	MGI:105372
O08858	MGI:894282
P13675	MGI:1314663
Q8C3L1	MGI:2443733
Q9CY97	MGI:1916241
Q8VC66	MGI:2139150
Q99L47	MGI:1917606
P56677	MGI:1338881
Q80TY4	MGI:2446700
P54751	MGI:98304
Q11204	MGI:99427
P97325	MGI:1316659
Q91Y74	MGI:1316743
O88829	MGI:1339963
Q8VIB3	MGI:1888707
Q924W7	MGI:108517
Q64685	MGI:108470
Q76K27	MGI:2445190
Q9QZ39	MGI:1341826
P70277	MGI:107553
Q9WUV2	MGI:1341828
Q9R2B6	MGI:1341894
Q9QYJ1	MGI:1349471
Q9JM95	MGI:1355316
Q8K4P7	MGI:2386964
Q99M96	MGI:1927450
Q64687	MGI:106011
O35696	MGI:106020
Q64689	MGI:106019
Q64692	MGI:106018
P70126	MGI:109243
Q8K4T1	MGI:2386797
Q8R4Y4	MGI:2178742
Q8R4U0	MGI:2178743
Q8R1B0	MGI:2144518
Q8BZ71	MGI:3606571
P97306	MGI:1201400
Q9D3E6	MGI:1098658
O35638	MGI:1098583
O70576	MGI:1355311
O88811	MGI:1929100
Q76N33	MGI:1923880
Q9CQ26	MGI:1917777
P70297	MGI:1329014
Q9JM90	MGI:1926193
Q8R0L1	MGI:2147039
Q9JMD3	MGI:1860093
Q923Q2	MGI:2385331
Q9DCI3	MGI:1923455
Q61542	MGI:1929618
Q99JV5	MGI:2156764
Q9EPQ7	MGI:2156765
P59096	MGI:2156774
Q8R1R3	MGI:2139090
Q8K031	MGI:2448556
Q80TF6	MGI:3045258
P51557	MGI:102760
P42225	MGI:103063
Q9WVL2	MGI:103039
P42227	MGI:103038
P42228	MGI:103062
P42230	MGI:103036
P42232	MGI:103035
P52633	MGI:103034
Q9Z108	MGI:1338864
Q8CJ67	MGI:1352508
Q8C7E7	MGI:1261768
O55183	MGI:109131
O88452	MGI:1316731
Q9CWR7	MGI:1917608
Q8BWB6	MGI:1921301
Q8CI59	MGI:1915678
Q923B6	MGI:1923560
P35175	MGI:106198
P35174	MGI:106197
P35173	MGI:106196
Q60988	MGI:107477
P70302	MGI:107476
P83093	MGI:2151156
Q60864	MGI:109130
O55098	MGI:1099439
Q3TAA7	MGI:1918978
Q9WTK7	MGI:1341870
O88697	MGI:1313271
Q8BG48	MGI:2138162
Q9JHN8	MGI:1860085
Q99KH8	MGI:2385007
Q9Z2W1	MGI:1891699
Q99JT2	MGI:1917665
Q99MW1	MGI:1924735
Q8BGW6	MGI:2442403
Q9JJX8	MGI:1927552
Q8QZV4	MGI:2385336
Q924X7	MGI:2152419
Q80ZW0	MGI:1914583
Q69ZM6	MGI:1920831
Q7TSE6	MGI:1922250
Q91VJ4	MGI:2442572
Q9Z1W9	MGI:1858416
Q9JI10	MGI:1928487
Q7TNL3	MGI:1921428
Q9JI11	MGI:1929004
Q80YS9	MGI:2685557
P54227	MGI:96739
P55821	MGI:98241
O70166	MGI:1277137
P63042	MGI:1931224
Q6P3A1	MGI:2686420
Q8CI66	MGI:1916356
Q99JB2	MGI:1913842
Q6PE84	MGI:2388072
P54116	MGI:95403
Q8CDJ8	MGI:1924307
Q8BZ60	MGI:1918272
B2RQL2	MGI:2684909
Q499E5	MGI:1918319
Q9D2F5	MGI:1926056
Q8C8J0	MGI:2685863
Q8C4X1	MGI:894324
O70491	MGI:107742
P70278	MGI:107917
Q3UUJ4	MGI:1919399
Q8K4T3	MGI:2144047
Q9Z1Z2	MGI:1329037
Q91WM1	MGI:104626
Q8VIM6	MGI:2153816
Q8C079	MGI:2443884
Q8C9H6	MGI:2444363
Q9ERG2	MGI:2151064
P58404	MGI:2142346
O55106	MGI:1333757
P50427	MGI:98438
P46978	MGI:105124
Q3TDQ1	MGI:1915542
Q9WUD1	MGI:1891731
Q9D3G5	MGI:1921982
Q9ER00	MGI:1931027
Q8BVI5	MGI:1923396
Q9D0I4	MGI:1914977
Q8VDS8	MGI:1918366
Q8R1Q0	MGI:1915409
O35526	MGI:109355
P61264	MGI:1930705
Q00262	MGI:108059
Q64704	MGI:103077
P70452	MGI:893577
Q8K1E0	MGI:1928483
Q9JKK1	MGI:1926235
O70439	MGI:1858210
O88983	MGI:1890156
O08599	MGI:107363
Q64324	MGI:107370
Q60770	MGI:107362
Q9WV89	MGI:1342296
Q5DQR4	MGI:2443815
Q8K400	MGI:1926058
Q8R3T5	MGI:2384963
Q6J9G1	MGI:2141396
Q60969	MGI:1891150
P11031	MGI:104811
Q9Z2I9	MGI:1306775
Q9WUM5	MGI:1927234
Q9Z2I8	MGI:1306824
Q99MT6	MGI:1934135
Q8C341	MGI:2138346
Q8BR65	MGI:1919204
Q9Z0P7	MGI:1345643
